ID;brand_id;genre_id;S_M_id;name;preis;rabatt;endpreis;background;discription;picture;fsk_id;platform_id
15;3;1;2;The Ascent;30;51;14.55;http://localhost/dhbw/ludomo/assets/images;About this game The Ascent is a single player, co-op action RPG shooter set in the overpopulated cyberpunk world of Veles. Welcome to the arcology of the Ascent Group, a corporate-run metropolis full of creatures from across the galaxy that stretches to the sky. You are a worker and slave to the corporation - just like everyone else in your district. But one day you will be drawn into a spiral of catastrophic events. Ascent Group ceases operations for reasons unknown, and the survival of your district is at stake. You have to take up arms and find out what caused this chaos.;http://localhost/dhbw/ludomo/assets/images/the-ascent-pc-spiel-steam-cover.jpg;4;1
16;3;4;1;Gas Station Simulator;17;13;14.59;http://localhost/dhbw/ludomo/assets/images;The Gas Station Simulator is all about the renovation, expansion and operation of a gas station along a highway in the middle of the desert. Freedom of choice and multiple approaches to running the business and dealing with stress are the key ingredients in this game. Buy an abandoned gas station in the middle of nowhere and rebuild it. Dispose of rubble and broken furniture, repair the walls, paint and decorate them as you like.;http://localhost/dhbw/ludomo/assets/images/gas-station-simulator-pc-spiel-steam-cover.jpg;1;1
17;1;6;1;Far Cry 6 Season Pass;40;22;31.25;http://localhost/dhbw/ludomo/assets/images;The Far Cry® 6 Season Pass includes three DLCs with your favorite villains from Far Cry® and Far Cry® 3 Blood Dragon - Classic Edition. - Experience three new adventures from the perspective of Vaas, Pagan Min and Joseph Seed. - Each DLC takes place in a new open world that shows what it looks like in the mind of the respective villain. - With Far Cry®3: Blood Dragon - Classic Edition you get the retro-futuristic cyber shooter for consoles of the current generation. Appears: 7 October 2021;http://localhost/dhbw/ludomo/assets/images/far-cry-6-season-pass-pc-spiel-ubisoft-connect-europe-cover.jpg;5;1
18;1;6;2;Tom Clancy`s Rainbow Six Siege Deluxe Edition;30;70;8.89;http://localhost/dhbw/ludomo/assets/images;The Deluxe Edition includes: - full version. - All 8 Year 1 Operators (Frost, Buck, Valkyrie, Blackbeard, Caveira, Capitão, Hibana and Echo). Become a master of destruction and devices in Tom Clancys Rainbow Six Siege. Face thrilling hand-to-hand combat, high lethality, tactical decisions, team play and explosive action at any time. Following the example of its successful predecessors from the previous "Tom Clancys Rainbow Six" series, you can discover massive firefights and the skillful use of strategies in this new era.;http://localhost/dhbw/ludomo/assets/images/spiel-uplay-tom-clancys-rainbow-six-siege-deluxe-edition-cover.jpg;5;1
19;1;3;2;UNO;10;53;4.65;http://localhost/dhbw/ludomo/assets/images;About this game UNO, one of the most famous classic games that we have all come to know and love, is celebrating its comeback with a selection of exciting new features such as video chat and a brand new design system for even more fun! Play cards of the same suit or value or change the course of the game with action cards. Be the first to discard your hand in a classic game and customize your gaming experience with a range of house rules and settings so that you and your friends never have to play the same game twice! Plus, be prepared for brand new designs with all-new design cards that will fundamentally change the way you play!;http://localhost/dhbw/ludomo/assets/images/spiel-uplay-uno-cover.jpg;1;1
20;1;1;1;South Park: Die rektakuläre Zerreißprobe;61;82;10.99;http://localhost/dhbw/ludomo/assets/images;About this game Players take on the new role again and join South Parks favorite characters - Stan, Kyle, Kenny and Cartman - in a new hilarious and mind-boggling adventure. In South Park: The Fractured But Whole, players explore the criminal underworld of South Park with Coon and friends. This passionate group of crime fighters was founded by Eric Cartman, whose superhero alter ego, the coon, is half-human and half-raccoon. As a newcomer, players will fight the forces of evil alongside Mysterion, Super Light, Human Kite and others, while Coon strives to make his team the most popular superhero team of all time.;http://localhost/dhbw/ludomo/assets/images/spiel-uplay-south-park-die-rektakulaere-zerreissprobe-cover.jpg;5;1
21;2;6;2;Battlefield 2042 Cross-Gen Standard;80;19;64.99;http://localhost/dhbw/ludomo/assets/images;Purchase the Battlefield ™ 2042 Cross-Gen Bundle to get the Xbox One and Xbox Series X | S versions. Battlefield ™ 2042 is a first-person shooter that returns the franchise to its iconic all-out warfare. Adapt to a tumultuous world in the near future and try to survive on dynamic battlefields with your squad and a state-of-the-art arsenal.;http://localhost/dhbw/ludomo/assets/images/battlefield-2042-cross-gen-standard-xbox-one-xbox-series-xs-cross-gen-standard-xbox-serie-x-s-spiel-microsoft-store-cover.jpg;5;2
22;2;1;2;Minecraft Dungeons;20;15;16.99;http://localhost/dhbw/ludomo/assets/images;Minecraft Dungeons for PC comes from the same developers as the popular computer game, but it is not an open world, there is no mining and you cannot build anything. Instead, its a dungeon crawler that relies on hacking and slashing to get you through the different levels, with a story that happens to be set in the same world as the original Minecraft game. You can play alone, locally with four players or with multiple players on an online server.;http://localhost/dhbw/ludomo/assets/images/minecraft-dungeons-only-pc-pc-spiel-microsoft-store-cover.jpg;2;1
23;4;4;1;Die Sims 4;40;85;5.99;http://localhost/dhbw/ludomo/assets/images;About the game As with the other games and expansion packs in the series, you have complete - or almost complete - control of your Sims lives as they progress through life, buy or build a house, get a job, or get into the dating scene. There were no defined storylines in the original game, but later expansion packs and add-ons presented Sims with challenges and gave them missions or career opportunities. For the most part, this game is still a sandpit game where you can figure out what your Sims should do with their lives.;http://localhost/dhbw/ludomo/assets/images/die-sims-4-pc-mac-spiel-origin-cover.jpg;2;1
24;4;1;2;A Way Out;30;78;6.49;http://localhost/dhbw/ludomo/assets/images;The creators of Brothers - A Tale of Two Sons present A Way Out, a pure co-op adventure in which you play as one of two inmates who risk a risky prison break. What starts out as an exciting escape soon turns into an unpredictable, emotional adventure like youve never seen or played before.;http://localhost/dhbw/ludomo/assets/images/a-way-out-pc-spiel-origin-cover.jpg;4;1
25;5;6;2;Borderlands 3 Season Pass 2;30;47;15.99;http://localhost/dhbw/ludomo/assets/images;About this product Season Pass 2 includes: Designers Cut add-on with the new Plüller Parade mode and an additional skill tree for every vault hunter Directors Cut add-on with a raid boss, new story missions, a look behind the scenes and three chamber maps All 4 Multiverse Final Form Cosmetic Packs All 4 Multiverse disciples of the Chamber Cosmetic Packs;http://localhost/dhbw/ludomo/assets/images/spiel-epic-games-borderlands-3-season-pass-2-cover.jpg;5;1
26;5;4;1;Bee Simulator;40;75;9.99;http://localhost/dhbw/ludomo/assets/images;As soon as the first rays of sunshine reach over the horizon, the beehive slowly comes to life. Hierarchy and hard work are indispensable for maintaining the swarm. Thats why you check your wings, measure the distance between the antennae, take the Queens orders and start your first mission on your own. And thats just the beginning of your adventure. You suddenly find out that people want to cut down the tree that holds your stick and thus your fate - and the fate of your whole family - lies in your small, agile legs and fast wings.;http://localhost/dhbw/ludomo/assets/images/spiel-epic-games-bee-simulator-cover.jpg;1;1
27;5;3;1;Hitman 3;40;75;9.99;http://localhost/dhbw/ludomo/assets/images;About the game The game is a third person stealth game like the other games in the series, and once again the player takes control of Agent 47, who must travel the world completing missions as he works towards his ultimate goals. As always, the plot is addicting, as is the various locations (see below for details), and theres plenty of action, adventure, betrayal, and extreme cases of loyalty to captivate you and invest in getting Agent 47 down who is behind the mysterious orders that he keeps getting.;http://localhost/dhbw/ludomo/assets/images/spiel-epic-games-hitman-3-cover.webp;5;1
28;6;1;2;Assassins Creed III Remastered Switch;40;58;16.99;http://localhost/dhbw/ludomo/assets/images;Relive the experience of the American Revolution for the first time with improved graphics and mechanics in Assassins Creed® III Remastered. It also includes Assassins Creed Liberation Remastered and all Solo DLC content.;http://localhost/dhbw/ludomo/assets/images/spiel-nintendo-assassins-creed-iii-remastered-switch-cover.jpg;4;4
29;6;1;1;Zombieland: Double Tap - Road Trip Switch;40;58;16.99;http://localhost/dhbw/ludomo/assets/images;About this game The game tells its own unique story set after the events of the first film - Zombieland: Double Tap Road Trip is an incredibly fun, top-down twinstick shooter with local co-op for up to four players. Play as your favorite heroes from the original - Tallahassee, Columbus, Wichita, and Little Rock - as well as new unlockable characters from the upcoming sequel. The game takes up the game-like elements of the film and integrates everything from the "rules" to the "zombie kill of the week". Use your special skills, an arsenal of weapons and the basic survival rules of Zombieland and stand against a multitude of unmistakably grotesque and dangerous undead monstrosities in Zombieland: Double Tap- Road Trips story-based campaign mode, wave-based horde mode and boss fights;http://localhost/dhbw/ludomo/assets/images/spiel-nintendo-zombieland-double-tap-road-trip-switch-cover.jpg;4;4
30;6;3;1;Xcom 2 Collection Switch ;40;58;16.99;http://localhost/dhbw/ludomo/assets/images;The XCOM® 2 Collection contains the award-winning strategy game XCOM 2, four DLC packs (Resistance Fighters Pack, Children of Anarchy, Alien Hunters, Shens Last Gift) and the expansion War of the Chosen. Activate the additional content (DLCs and the expansion) or play the base game. XCOM® 2: The aliens rule the earth and promise the humans a golden future while they secretly pursue a sinister plan. As the leader of a guerrilla army, you have to do the impossible and spark a worldwide resistance to destroy the aliens and save humanity from extinction.;http://localhost/dhbw/ludomo/assets/images/xcom-2-collection-switch-collection-edition-switch-spiel-nintendo-eshop-europe-cover.jpg;4;4
31;1;2;2;Tom Clancys Ghost Recon: Breakpoint ;60;80;11.99;http://localhost/dhbw/ludomo/assets/images;About the game The game takes place on the fictional Pacific island of Auroa, an open world where players can move freely, explore and quest as they wish. The player takes on the character of Lieutenant Colonel Anthony "Nomad" Perryman, an elite soldier. Perryman was dispatched to the island to investigate a number of faults, all of which appear to be linked to the mysterious military entrepreneur Skell Technology. The game is mostly played in third person, with occasional first person jumping for dramatic effects and making aiming weapons easier. When Perryman realizes that the main antagonist is a former Ghost, the stakes rise and he knows this will be the fight of his life.;http://localhost/dhbw/ludomo/assets/images/spiel-uplay-tom-clancys-ghost-recon-breakpoint-cover.jpg;5;1
32;3;2;2;Terraria;10;29;7.09;http://localhost/dhbw/ludomo/assets/images;lol;http://localhost/dhbw/ludomo/assets/images/spiel-steam-terraria-cover.jpg;2;1
33;3;2;2;Human: Fall Flat;10;29;7.09;http://localhost/dhbw/ludomo/assets/images;About the game You control a shapeless humanoid figure named Bob - theyre all called Bob! - while you find your way around the game. Each level consists of taking Bob to the exit where he will enter the next level and everything will start over. Bob has no special powers, he is human through and through and has to navigate the levels in a very human way: no flying, no jumps that defy death or gravity. Instead, Bob must use the environment to climb, jump, or otherwise avoid the obstacles in his way. Various secrets are hidden that provide guidance on how to tackle new challenges: these include stacking boxes, climbing walls, navigating ledges, and even crumbling walls to get to the other side.;http://localhost/dhbw/ludomo/assets/images/spiel-steam-human-fall-flat-cover.jpg;2;1
34;1;2;2;Tom Clancy’s Ghost Recon Breakpoint Ultimate Edition;119;81;22.59;http://localhost/dhbw/ludomo/assets/images;Contents of the Tom Clancys Ghost Recon Breakpoint Ultimate Edition: Digital content and the Year 1 Pass The Year 1 Pass gives you access to the Call of the Sirens mission and the two upcoming adventures Deep State and Transcendence, both of which you can play as soon as they are released. There is also the special forces package, which consists of the Quiet precision rifle, a related;http://localhost/dhbw/ludomo/assets/images/spiel-uplay-tom-clancy’s-ghost-recon-breakpoint-ultimate-edition-cover.jpg;2;1
35;1;2;2;Far Cry Primal;49;89;5.43;http://localhost/dhbw/ludomo/assets/images;About this game The award-winning Far Cry series, which has already stormed the tropics and the Himalayas, is now dedicated to what is probably the primal struggle for survival of mankind. With her innovative open-world sandbox gameplay, she combines giant beasts with breathtaking environments and unpredictable encounters in the wild. Welcome to the Stone Age, a time of peril a time when gigantic mammoths and saber-toothed tigers ruled the earth and mankind was at the bottom of the food chain. When;http://localhost/dhbw/ludomo/assets/images/spiel-uplay-far-cry-primal-cover.jpg;2;1
36;1;2;2;The Division;49;89;5.43;http://localhost/dhbw/ludomo/assets/images;Über dieses Spiel Black Friday – Eine verheerende Pandemie fegt über New York City hinweg. Die Grundversorgung der Stadt fällt nach und nach aus. Bereits nach wenigen Tagen ohne Nahrung und Wasser stürzt die Gesellschaft ins Chaos. Die eigenständige Spezialeinheit "The Division" ist alarmiert. Die Agenten führen nach außen hin ein ganz gewöhnliches Leben, wurden aber dazu ausgebildet, unabhängig zu operieren und die Gesellschaft zu retten;http://localhost/dhbw/ludomo/assets/images/spiel-uplay-the-division-cover.jpg;4;1
37;6;2;2;ARK: Survival Evolved Switch;25;20;19.99;http://localhost/dhbw/ludomo/assets/images;About this game As a naked man / woman stranded freezing and hungry on a mysterious island, you must hunt, collect, craft objects, plant fruits and build a shelter to survive. Use skill and cunning to kill, hatch, and ride dinosaurs and primeval creatures living on ARK, and team up with hundreds of players or play locally! The following features have been in the game since Day 1 of the Early Access release. We have many more aspects and refinements planned for ongoing development. Here you can find what you can experience in ARK so far:;http://localhost/dhbw/ludomo/assets/images/spiel-nintendo-ark-survival-evolved-switch-cover.jpg;4;4
38;2;2;2;Call of Duty: Black Ops Cold War Xbox ONE;70;50;34.99;http://localhost/dhbw/ludomo/assets/images;About the game The game is set in the early 80s (which is somewhere between Black Ops and Black Ops II if you want to keep an eye on the series timeline). You play the character Bell, who is recruited for an international task force whose task is the hunt for Perseus. Your version of Bell can be customized by choosing the agency you`re being recruited by, your skin color, nationality, gender, and a range of personality traits. You are being recruited by CIA agent Russell Adler.;http://localhost/dhbw/ludomo/assets/images/call-of-duty-black-ops-cold-war-xbox-one-cover.jpg;4;4
39;4;2;2;Dead Space 2;20;68;6.49;http://localhost/dhbw/ludomo/assets/images;About this game In Dead Space ™ 2 you support Isaac Clarke, the engineer from Dead Space, when he wakes up three years after the terrible events on the USG Ishimura. The Ishumura was a spaceship that extracted ores from asteroids and was plagued by grotesque, first deceased and then resurrected crew members, the "necromorphs". After uncovering a strange artifact known as the Marker, Isaac finds himself on the Sprawl, a gigantic space station in orbit around Saturn. Without knowing how he got there and despite the visions of his dead friend Nicole, he has to survive an outbreak of necromorphs again as he struggles to find an answer that will hopefully eliminate the chaos.;http://localhost/dhbw/ludomo/assets/images/spiel-origin-dead-space-2-cover.jpg;4;4
40;4;2;1;Crysis 2 Maximum Edition;28;92;2.26;http://localhost/dhbw/ludomo/assets/images;About this game Aliens are destroying New York City and only you have the technology to survive. Adapt in real time to your opponents with the unique stealth, armor and power abilities of your "Nanosuit 2" suit and tackle the alien threat in a way that a normal soldier can only dream of. Crysis 2 sets new graphical standards for consoles and PCs in the urban jungle of New York. Be the gun.;http://localhost/dhbw/ludomo/assets/images/spiel-origin-crysis-2-maximum-edition-cover.jpg;4;4
41;1;2;1;Far Cry 2: Fortune`s Edition;10;67;3.29;http://localhost/dhbw/ludomo/assets/images;About this game Deep in an African conflict country and plagued by malaria, you fight as a mercenary with corrupt warlords on both sides of the war. You have to identify and scout your enemies and exploit their weaknesses in order to deal with the sheer majority of enemy soldiers through deceptions, moments of surprise and deceit.;http://localhost/dhbw/ludomo/assets/images/spiel-uplay-far-cry-2-fortunes-edition-cover.jpg;4;4
42;6;5;2;Far Cry 2: Fortune`s Edition;10;67;3.29;http://localhost/dhbw/ludomo/assets/images;About this game Let yourself be enchanted by an epic FINAL FANTASY that is always changing and play with friends from all over the world. This product also entitles you to play FINAL FANTASY® XIV: A Realm Reborn and the expansion FINAL FANTASY® XIV: HEAVENSWARD.;http://localhost/dhbw/ludomo/assets/images/final-fantasy-xiv-online-starter-edition-playstation-4-playstation-5-spiel-playstation-store-europe-cover.jpg;5;3
43;2;5;2;Destiny 2: „Jenseits des Lichts“ Deluxe Edition Xbox ONE;70;16;58.49;http://localhost/dhbw/ludomo/assets/images;Included in the Deluxe Edition: Access to Seasons 12-15, the Exotic Pulse Rifle "No Time for Explanations", Ornament, Catalyst & the new Exotic Sparrow "Every Other Horizon". Owners of the Digital Deluxe Edition also get instant access to the new exotic gesture "Tapping means freezing".;http://localhost/dhbw/ludomo/assets/images/destiny-2-„jenseits-des-lichts“-deluxe-edition-xbox-one-cover.jpg;5;3
44;2;5;2;The Division 2 - Die Warlords von New York Edition;59;70;17.79;http://localhost/dhbw/ludomo/assets/images;INCLUDES THE DIVISION 2 AND THE EXTENSION In The Division 2, you save a country on the brink of collapse and explore an open, dynamic, and hostile Washington, D.C. Fight online with friends or against others. In "The Warlords of New York" hunt down your arch rival, Aaron Keener, a former division agent who now controls New York. Trained by the division, he is the greatest authority in the city.;http://localhost/dhbw/ludomo/assets/images/destiny-2-„jenseits-des-lichts“-deluxe-edition-xbox-one-cover.jpg;4;2
45;3;5;2;World of Warcraft: New Player Edition;59;70;17.79;http://localhost/dhbw/ludomo/assets/images;Get into the world`s most successful online game with the complete World of Warcraft collection. This epic offer includes the original game of the year and its blockbuster expansions "The Burning Crusade" and "Wrath of the Lich King"! Create new heroes and fight your way up to level 80. Explore the three vast continents of the World of Warcraft universe as you face challenges and adventures with your friends. The Battle Chest contains the following: FULL VERSION OF WORLD OF WARCRAFT;http://localhost/dhbw/ludomo/assets/images/spiel-battle-net-world-of-warcraft-new-player-edition-cover.jpg;2;1
46;3;5;2;Atlas ;59;70;17.79;http://localhost/dhbw/ludomo/assets/images;Über dieses Spiel ATLAS is now crossplay enabled to allow PC and Xbox One players to play together in the same world! From the creators of ARK: Survival Evolved comes ATLAS -- the ultimate pirate experience! Explore a persistent, massive open world with thousands of other players simultaneously. Build your ship, assemble your crew, sail the high seas, search for buried treasure, plunder player-built settlements (or replace them with your own), and conquer the world of ATLAS island by island. Wage war against enemy fleets while you single-handedly command large ships of war -- or divide the responsibilities among your trusted shipmates instead. Dive into the watery depths to explore sunken shipwrecks. Team up with other explorers to discover new lands rich with resources, exotic creatures, and ruins of a bygone time. Become a pirate legend in this ultimate quest for fortune and glory!;http://localhost/dhbw/ludomo/assets/images/spiel-steam-atlas-early-access-cover.jpg;3;1
47;3;5;2;Temtem  ;59;70;17.79;http://localhost/dhbw/ludomo/assets/images;About the game Play your way through six different countries, each with a different terrain and aesthetic, from volcanoes to tropical paradises, from crystal-studded caves to sun-drenched savannas. (See below for more information on the regions). There are twelve different types of Temtem, each targeting different types of terrain - for example, melee and mental Temtem types can be found in the island region of Arbury, known for being a place of abundant rain and lush green mountains.;http://localhost/dhbw/ludomo/assets/images/spiel-steam-temtem-early-access-cover.jpg;3;1
48;3;4;1;Potion Craft: Alchemist Simulator;13;66;4.26;http://localhost/dhbw/ludomo/assets/images;About this game Features: Unique look, inspired by medieval manuscripts and medical books. Hyper-engaging physical interactions with ingredients and devices. Sandbox-style gameplay where there are many different avenues open to you and it is entirely up to you to find the best way to get each task done. Sell your potions to the citizens of the city while you slip into the role of a noble master of your craft, a greedy weasel or an occult master of darkness. Play however you want!;http://localhost/dhbw/ludomo/assets/images/potion-craft-alchemist-simulator-early-access-pc-spiel-steam-cover.jpg;1;1
50;4;4;1;Die Sims 4 Industrie-Loft-Set;5;2;4.89;NULL;About this product In The Sims ™ 4 Industrial Loft Set *, experiment with décor inspired by the look of redesigned warehouses in Brooklyn, New York. Huge windows, exposed installations and sturdy statement pieces underline the beauty of the rough materials and unfinished design elements.;http://localhost/dhbw/ludomo/assets/images/die-sims-4-industrie-loft-set-pc-mac-spiel-origin-cover.jpg;1;1
51;3;4;1;A Total War Saga: TROY;50;53;23.29;NULL;Heroes walk the earth in this legendary age. Yet a single impulsive act is enough to spark a conflict that will shake the world. The bold Paris, Prince of Troy, kidnapped the beautiful Helena from her palace in Sparta. As they sail away, Helenas husband, King Menelaus, curses her name. He will bring his misled wife home - no matter what!;http://localhost/dhbw/ludomo/assets/images/a-total-war-saga-troy-steam-edition-pc-spiel-steam-europe-cover.jpg;3;1
52;3;4;1;Black Skylands;17;71;4.79;NULL;About this game "Set sail ... in the sky! Black Skylands is the first video game in the Skypunk genre, which combines elements of open world, sandbox, top-down shooter and action / adventure.;http://localhost/dhbw/ludomo/assets/images/spiel-steam-black-skylands-cover.jpg;1;1
53;3;4;2;7 Days to Die;23;74;5.89;NULL;About the game The games basic premise is that it is set in the future, in an undisclosed year, following a nuclear devastation that is implied to have turned a large part of the population into vicious zombies, leaving few survivors trying to get over it to break through in the Nevazgane desert in the American Southwest.;http://localhost/dhbw/ludomo/assets/images/spiel-steam-7-days-to-die-early-access-cover.jpg;4;1
54;1;4;2;Anno 1800 ;59;78;13.05;NULL;About the game To make progress, you need to grow your population and keep your citizens happy. The latter is achieved differently for each type of person: For example, farmers live on fish and clothing, but are satisfied with alcohol. Luck makes the population grow - um ... maybe like in real life? - and as soon as a farm is full, the building can be converted into a workers accommodation.;http://localhost/dhbw/ludomo/assets/images/spiel-uplay-anno-1800-cover.jpg;1;1
55;3;4;2;Green Hell;21;67;6.99;NULL;About the game In story mode you are Dr. Jake Higgins - again an obvious improvement over other survival games as you start with some advantages and knowledge. You are looking for your wife Mia, who wants to make friends with the local tribesmen because she speaks their language - she is Jakes interpreter and at the same time his partner.;http://localhost/dhbw/ludomo/assets/images/spiel-steam-green-hell-cover.jpg;3;1
56;3;4;2;Conan Exiles;39;80;7.84;NULL;About the game The game begins with the rescue of the playable character by the hero of the same name, Conan. The character was found guilty of a crime, crucified and left to die next to a deserted and deserted road. Conan cuts you loose and then disappears after playing his part in your life!;http://localhost/dhbw/ludomo/assets/images/spiel-steam-conan-exiles-cover.jpg;3;1
